"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2021054476","3","3","8131","0010","684","N","1","20","HAZLETT ST INT/RAMP C RD","2","1","02"
"2021123453","4","3","","","","E","02","25","SPRING WY","4","","02"
"2021051776","3","3","4021","0070","2855","W","2","40","LOWRIES RUN RD","2","3","02"
"2021071216","6","6","","","","W","02","25","GLORIA ST","4","","02"
"2021063169","3","3","","","","S","02","25","ROUP AV","4","","02"
"2021028084","3","3","0400","0270","509","E","2","30","FRANKSTOWN RD","2","3","02"
"2021031772","3","3","3077","0180","3209","E","2","40","BRODHEAD RD","2","3","02"
"2021084759","3","3","0048","0260","629","N","2","45","JACKS RUN RD","2","3","02"
"2021013010","3","4","","","","N","02","25","COVENANT AV","4","","02"
"2021029258","6","6","2054","0021","0","W","2","35","NORTHERN PK","2","3","02"
"2021003265","3","3","","","","N","02","25","JOSEPHINE ST","4","","02"
"2021067338","4","4","8120","0250","342","S","1","25","RAMP Q RD","2","1","02"
"2021029697","4","4","3069","0111","185","S","3","40","LIBERTY BR","2","3","02"
"2021052040","4","3","","","","N","02","25","SMALLMAN ST","4","","02"
"2021066215","3","3","","","","N","02","25","GREENSBURG PK","3","","02"
"2021012961","3","3","0028","0040","1095","E","2","35","EAST OHIO ST","2","1","02"
"2021032936","3","3","0837","0520","1178","E","4","25","EAST CARSON ST","2","3","02"
"2021088257","3","4","","","","N","02","25","SYCAMORE DR","4","","02"
"2021073445","4","3","","","","S","04","25","HOMESTEAD GRAYS BR","3","","02"
"2021058313","4","3","","","","S","03","25","5TH AV","4","","02"
"2021052774","4","3","","","","S","02","25","ANDREW ST","4","","02"
"2021053738","4","4","","","","W","02","25","EVERGREEN AV","3","","02"
"2021098884","3","3","0121","0050","2200","E","2","35","GREENTREE RD","2","3","02"
"2021122051","4","4","","","","N","02","25","ERHARDT DR","4","","02"
"2021111350","3","3","0065","0070","71","N","2","40","OHIO RIVER BL","2","3","02"
"2021114054","4","3","","","","W","02","25","REEDSDALE ST","4","","02"
"2021123550","4","4","1021","0010","0","E","2","40","RIDDLE RUN RD","2","3","02"
"2021118105","3","4","2112","0020","2663","N","2","25","ELECTRIC AV","2","3","02"
"2021091409","4","4","8055","0010","0","N","4","20","65 NB TO WEST END BR","2","1","02"
"2021122017","3","3","2017","0090","2563","N","2","35","BLYTHEDALE RD","2","3","02"
"2021085575","3","4","","","","N","02","25","HOMEWOOD AV","4","","02"
"2021100688","3","3","0791","0040","1568","S","2","35","RODI RD","2","3","02"
"2021098069","5","5","","","","E","02","25","GREENLEE RD","4","","02"
"2021116178","4","3","","","","N","03","25","BROWNS HILL RD","4","","02"
"2021098015","4","4","2058","0130","539","N","2","35","SALTSBURG RD","2","3","02"
"2021112284","5","5","4028","0010","0","E","2","15","RIVER RD","2","3","02"
"2021110637","3","3","","","","E","02","35","VERONA RD","4","","02"
"2021073732","3","4","","","","E","02","25","POKETA RD","4","","02"
"2021119317","3","3","","","","S","02","25","CEMETERY HILL RD","4","","02"
"2021109317","6","6","","","","W","02","25","SHENOT RD","4","","02"
"2021126798","3","4","","","","E","02","25","FERRY ST","4","","02"
"2021101839","4","6","","","","N","2","25","ARCH ST","4","","02"
"2021114205","3","3","2031","0010","1049","E","2","40","LINCOLN WY","2","3","02"
"2021061599","4","3","","","","W","02","25","SCHLEY AV","4","","02"
"2021106279","3","3","","","","S","02","25","EVANS AV","4","","02"
"2021084784","4","3","","","","N","02","25","BROWNSVILLE RD","4","","02"
"2021100304","3","3","0885","0340","2370","N","2","35","BL OF THE AL","2","3","02"
"2021100695","3","3","1001","0450","1135","N","2","40","FREEPORT RD","2","3","02"
"2021114068","4","3","","","","E","02","25","WARRINGTON AV","4","","02"
"2021121012","5","5","4067","0080","0","B","2","35","EAST HARDIES RD","2","3","02"
"2021112674","3","3","0022","0281","1674","W","2","55","NEW WM PENN HW","2","3","02"
"2021072981","4","3","","","","N","02","25","PJ MCARDLE RD","4","","02"
"2021122674","3","3","0019","0580","2581","N","3","45","PERRY HW","2","3","02"
"2021123666","3","3","2110","0030","0","E","4","35","PENN AV","2","3","02"
"2021115191","4","4","","","","N","02","35","CORLISS ST","4","","02"
"2021074018","3","4","","","","N","02","25","YESHIVA WY","4","","02"
"2021099357","4","3","","","","W","02","25","FORT DUQUESNE BL","4","","02"
"2021083494","3","3","","","","E","02","25","BELLEVOIR WY","4","","02"
"2021087461","4","3","","","","E","02","25","OLDHAM ST","4","","02"
"2021109414","3","3","2037","0090","860","N","2","35","TRI-BORO EX","2","2","02"
"2021071624","4","3","","","","E","05","35","5TH AV","4","","02"
"2021089192","3","3","","","","E","99","25","HASTINGS MILL RD","4","","02"
"2022003786","3","3","","","","W","02","35","LOGANS FERRY RD","4","","02"
"2021073617","3","4","","","","E","02","25","NORTHCREST DR","4","","02"
"2021107120","3","3","","","","W","02","25","WALNUT ST","4","","02"
"2021032460","4","3","","","","E","2","25","VANTINE ST","4","","02"
"2021121616","3","3","","","","N","02","25","GREENSPRINGS AV","4","","02"
"2021099186","3","3","0079","0574","1956","N","2","55","RAYMOND P SHAFER HW","1","1","02"
"2021105299","3","3","1001","0070","1488","W","02","25","MAIN ST","2","3","02"
"2021071872","3","4","","","","N","02","25","ELROY AL","4","","02"
"2021043159","4","3","","","","N","02","35","PROVOST RD","4","","02"
"2021097777","3","3","3109","0010","127","E","2","35","UNIVERSITY BL","2","3","02"
"2021086710","3","3","0065","0041","1931","S","2","40","OHIO RIVER BL","2","3","02"
"2021117813","4","4","3052","0131","370","W","2","35","GREENTREE RD","2","3","02"
"2021098167","4","4","0019","0281","0","S","2","35","WEST END BR","2","3","02"
"2021126149","3","3","3101","0010","1116","N","2","35","GREENTREE RD","2","3","02"
"2021124793","6","4","0048","0401","2769","S","2","40","MOSSIDE BL","2","3","02"
"2022003623","3","3","0579","0010","97","N","2","55","CROSSTOWN BL","1","1","02"
"2021102705","4","3","","","","E","02","25","BREMEN AV","4","","02"
"2021089060","3","3","0022","0251","1731","W","2","45","NEW WM PENN HW","2","3","02"
"2021123532","3","4","","","","U","02","","SUMMERDALE ST","4","","02"
"2021116867","3","3","0376","0784","1788","E","3","55","PENN LINCOLN PY","1","1","02"
"2021084977","3","3","","","","E","02","","ORMSBY AV","4","","02"
"2021073026","4","3","","","","W","02","25","FRIENDSHIP AV","4","","02"
"2021074339","4","3","","","","E","02","25","SMALLMAN ST","4","","02"
"2021082878","3","3","","","","E","02","15","MAIN ENTRANCE DR","4","","02"
"2021127859","4","4","","","","W","02","25","DEWEY AV","4","","02"
"2021108850","3","4","","","","S","01","","BOUQUET ST","4","","02"
"2021073922","3","3","","","","W","04","35","MONROEVILLE BL","4","","02"
"2021095821","3","3","2040","0060","1218","E","2","25","BROUGHTON RD","2","3","02"
"2021076792","3","3","","","","S","02","15","FEDERAL DR","4","","02"
"2021075651","3","3","","","","E","02","25","6TH ST","4","","02"
"2021122986","4","3","","","","W","02","35","OLD WILLIAM PENN HW","4","","02"
"2021082593","4","5","","","","N","2","35","GRAND AV","4","","02"
"2021056171","3","3","2040","0065","1120","W","2","25","BROWNSVILLE RD","2","3","02"
"2021032840","3","4","","","","E","02","25","BERRY ST","4","","02"
"2021078607","4","3","","","","W","04","25","LIBERTY AV","4","","02"
"2021007605","3","3","","","","E","02","25","HINKEL RD","4","","02"
"2021045553","3","3","3078","0070","633","N","2","45","BURGETTSTOWN RD","2","3","02"
"2021038144","4","4","0019","0635","1490","S","2","40","PERRY HW","2","3","02"
"2021081701","4","4","","","","W","02","25","OLD COAL HOLLOW RD","4","","02"
"2021059604","3","3","0148","0020","0","N","2","30","WALNUT ST","2","3","02"
"2021046152","6","4","3109","0011","0","S","2","35","UNIVERSITY BL","2","3","02"
"2021052778","4","4","0030","0281","1080","W","2","40","LINCOLN HW","2","3","02"
"2021054602","4","3","","","","N","01","25","GROSS ST","4","","02"
"2021042579","6","6","","","","U","99","","GUENEVERE DR","4","","02"
"2021042536","3","3","0376","0604","1999","E","2","55","PENN LINCOLN PY","1","1","02"
"2021084774","4","4","8121","0532","0","S","1","20","RAMP G FR 28 SB TO 579 RD","2","1","02"
"2021109875","4","4","8125","0750","602","N","1","25","EAST OHIO ST AND 31ST ST","2","1","02"
"2021014202","3","4","","","","W","04","25","5TH AV","4","","02"
"2021060979","3","3","2058","0140","0","W","2","35","LEECHBURG RD","2","3","02"
"2021107543","4","4","","","","E","02","25","WILDCAT RD","4","","02"
"2021031944","3","3","2082","0080","456","E","2","45","COXCOMB HILL RD","2","3","02"
"2021037741","3","3","","","","S","02","25","JOHNSTON AV","4","","02"
"2021086262","3","3","0885","0120","0","N","3","40","LEBANON RD","2","3","02"
"2021023899","4","4","","","","W","02","25","PURITY RD","4","","02"
"2021004629","3","3","","","","E","02","25","CENTRE AV","4","","02"
"2021090586","4","3","","","","S","01","25","OAKLAND AV","4","","02"
"2021068492","4","4","0286","0005","0","W","1","45","GOLDEN MILE HW","2","3","02"
"2021082488","3","3","","","","W","01","25","WENKE ST","4","","02"
"2021005643","4","4","","","","S","02","30","HARTMAN ST","3","","02"
"2021088938","3","3","0376","0744","4343","E","2","55","SQUIRREL HILL TN","1","1","02"
"2021020366","3","3","0028","0210","192","N","3","55","ALLEGHENY VALLEY EX","2","1","02"
"2021019590","5","4","","","","S","02","30","RIVER RD","4","","02"
"2021104134","3","3","0008","0451","1096","S","2","45","WILLIAM FLINN HW","2","3","02"
"2021127654","4","4","","","","N","02","25","MEYRAN AV","4","","02"
"2021046564","3","3","","","","E","02","35","OLD WILLIAM PENN HW","4","","02"
"2021008460","4","4","0837","0281","278","S","2","35","DUQUESNE BL","2","3","02"
"2021064061","4","3","","","","N","02","25","ESTELLA AV","4","","02"
"2021050554","3","4","","","","W","04","35","GRANT ST","4","","02"
"2021059333","3","3","0376","0725","252","W","3","55","PENN LINCOLN PY","1","1","02"
"2021079757","4","3","","","","E","04","35","5TH AV","4","","02"
"2021015006","3","3","0400","0250","2908","W","2","30","FRANKSTOWN RD","2","3","02"
"2021080990","3","3","","","","W","02","25","LINCOLN AV","4","","02"
"2021036924","3","3","4011","0150","1500","N","2","35","ROCHESTER RD","2","3","02"
"2021087106","3","3","0837","0250","2884","N","2","50","DRAVOSBURG RD","2","3","02"
"2021029254","4","3","","","","W","01","15","15TH AV","4","","02"
"2021008146","3","3","","","","E","04","35","MONROEVILLE BL","4","","02"
"2021080624","3","3","0837","0540","1890","B","2","25","EAST CARSON ST","2","3","02"
"2021018712","3","3","0050","0180","1436","N","2","35","EAST RAILROAD ST","2","3","02"
"2021032159","3","4","","","","E","02","25","10TH AV","4","","02"
"2021088974","3","3","0028","0050","776","N","2","35","EAST OHIO ST","2","1","02"
"2021002124","3","3","0376","0645","2477","W","3","55","PENN LINCOLN PY","1","1","02"
"2021032621","3","4","","","","E","01","15","SOUTH WY","4","","02"
"2021019903","4","3","","","","S","02","35","SIMPSON HOWELL RD","4","","02"
"2021079622","3","3","0910","0450","1401","E","2","45","INDIANOLA RD","2","3","02"
"2021021841","3","3","0048","0130","1645","N","2","25","WALNUT ST","2","3","02"
"2021019497","3","3","0136","0110","2030","E","2","40","WEST NEWTON RD","2","3","02"
"2021117270","3","4","","","","E","4","25","LIBERTY AV","4","","02"
"2021008633","6","6","0400","0097","1135","S","2","35","PENN AV","2","3","02"
"2021005690","4","3","","","","N","02","25","GRANT ST","4","","02"
"2021085105","3","3","3066","0050","1354","W","2","35","STEUBENVILLE PK","2","3","02"
"2021096597","3","3","0376","0755","91","W","2","55","PENN LINCOLN PY","1","1","02"
"2021056375","3","3","","","","S","02","50","HAYDEN BL","4","","02"
"2021039033","3","3","0837","0540","1815","S","2","25","EAST CARSON ST","2","3","02"
"2021060978","3","3","0022","0280","925","E","2","55","NEW WM PENN HW","2","3","02"
"2021024180","3","3","","","","W","02","25","ELIZABETH ST","4","","02"
"2021031397","3","4","","","","N","04","25","RIDGE AV","4","","02"
"2021056023","3","3","","","","E","02","25","CRESTLINE PL","4","","02"
"2021003617","3","3","0030","0261","266","W","2","45","LINCOLN HW","2","3","02"
"2021080062","4","3","","","","E","02","25","WABASH AV","4","","02"
"2021033864","4","4","2075","0030","0","E","2","30","NEW TEXAS RD","2","3","02"
"2021069411","5","5","8003","0250","0","S","1","20","BRIDGEVILLE INT/RAMP C RD","2","1","02"
"2021013650","4","4","8045","0010","488","N","1","20","N SHORE INT/RAMP 10 RD","2","1","02"
"2021018262","4","4","3069","0111","185","S","3","40","LIBERTY BR","2","3","02"
"2021120708","3","3","0279","0009","2919","S","2","50","FORT DUQUESNE BR","1","1","02"
"2021021457","3","3","","","","S","02","25","HEMLOCK DR","3","","02"
"2021083610","4","4","","","","W","02","25","VILLAGE DR","4","","02"
"2021037996","4","3","","","","W","02","25","FRANKSTOWN AV","4","","02"
"2021091733","3","3","","","","S","03","25","PITTSBURGH ST","4","","02"
"2021026575","3","3","0050","0150","605","E","2","40","WASHINGTON PK","2","3","02"
"2021037100","3","3","","","","N","02","25","ALPINE RD","4","","02"
"2021078789","3","3","","","","S","01","25","CITADEL ST","4","","02"
"2021023858","3","3","2122","0060","1028","E","2","25","BUTLER ST","2","3","02"
"2021012003","5","5","","","","S","02","25","HADDOCK DR","3","","02"
"2021068322","3","3","1001","0270","2020","E","2","25","PITTSBURGH ST","2","3","02"
"2021012220","4","4","0400","0071","0","W","2","35","BAUM BL","2","3","02"
"2021043496","5","5","","","","W","01","25","WORTHINGTON AV","4","","02"
"2021036643","3","3","0019","0340","12","E","2","30","MARSHALL AV","2","3","02"
"2021070964","5","5","4012","0010","0","E","2","35","RIVERVIEW AV","2","3","02"
"2021028500","4","5","","","","E","04","35","WINDHAVEN RD","4","","02"
"2021038762","3","3","0008","0100","854","N","2","35","WASHINGTON BL","2","3","02"
"2021107065","3","3","0376","0771","1758","W","2","55","PENN LINCOLN PY","1","1","02"
"2021019490","4","4","0030","0201","1856","W","2","40","LINCOLN HW","2","3","02"
"2021068544","5","4","","","","N","03","25","COLESCOTT ST","4","","02"
"2021118432","5","5","","","","E","04","25","WOODWORTH ST","4","","02"
"2021103331","3","3","2083","0022","691","E","2","25","BRADDOCK AV","2","3","02"
"2021027116","3","3","0791","0050","1805","N","3","35","RODI RD","2","3","02"
"2021041385","3","3","","","","E","02","25","ATEN RD","4","","02"
"2021057439","3","3","0060","0100","1219","E","2","30","STEUBEN ST","2","3","02"
"2021049656","5","5","2068","0010","0","E","2","45","NAVY MARINE CORP WY","2","3","02"
"2021045745","5","7","","","","W","02","25","LIBERTY BL","4","","02"
"2021008640","3","4","","","","N","02","25","GRIMES AV","4","","02"
"2021016247","4","4","2094","0011","1425","W","3","35","LYSLE BL/JEROME ST BR","2","3","02"
"2021047395","3","4","","","","S","02","25","MONTEZUMA ST","4","","02"
"2021011380","4","5","","","","U","04","","HIGHLAND PARK BR","4","","02"
"2021063023","3","3","","","","U","02","25","APPLE AV","4","","02"
"2021032457","3","3","","","","S","02","25","STROSCHEIN RD","4","","02"
"2021044514","3","3","2048","0091","1982","W","2","35","WILLIAM PENN HW","2","3","02"
"2021075972","5","5","3027","0010","0","E","2","25","SMITHFIELD ST BR","2","3","02"
"2021025597","4","4","4070","0120","360","E","2","35","WILDWOOD RD","2","3","02"
"2021055121","3","3","0376","0744","3871","E","2","55","SQUIRREL HILL TN","1","1","02"
"2021095675","3","3","0028","0211","2547","S","2","55","ALLEGHENY VALLEY EX","2","1","02"
"2021125213","4","4","","","","S","04","25","40TH ST","4","","02"
"2021079412","3","3","","","","W","02","35","THORN RUN RD","4","","02"
"2021038727","3","3","","","","S","02","25","PARK HILL DR","4","","02"
"2021108360","3","3","","","","S","01","15","BEDFORD AV","4","","02"
"2021024044","3","4","","","","U","01","25","2ND ST","4","","02"
"2021003632","5","5","","","","N","02","25","WILLIAM MARKS WY","7","","02"
"2021081975","3","3","0019","0090","2130","N","2","40","WASHINGTON RD","2","3","02"
"2021003474","3","3","4054","0010","440","E","4","35","FREEPORT RD","2","3","02"
"2021031586","3","3","4012","0050","2758","N","2","35","UNION AV","2","3","02"
"2021009064","3","3","0048","0360","2036","N","3","45","MOSSIDE BL","2","3","02"
"2021065543","4","3","","","","N","02","25","LINDEN ST","4","","02"
"2021056492","4","4","0008","0091","510","S","2","35","WASHINGTON BL","2","3","02"
"2021059706","5","5","3038","0030","3011","E","2","35","GILKESON RD","2","3","02"
"2021096264","3","4","","","","N","02","15","COVENANT AV","4","","02"
"2021030303","3","3","2052","0010","644","E","2","35","THOMPSON RUN RD","2","3","02"
"2021070314","3","3","","","","W","01","15","MCCABE AV","4","","02"
"2021082562","7","7","","","","N","02","25","DIGITAL PL","4","","02"
"2021004128","3","3","0019","0550","1719","N","2","45","PERRY HW","2","3","02"
"2021015776","3","3","0050","0270","0","N","3","35","NOBLESTOWN RD","2","3","02"
"2021010725","3","3","4024","0040","1001","N","3","35","BABCOCK BL","2","3","02"
"2021079243","3","3","3074","0120","106","S","2","35","FOREST GROVE RD","2","3","02"
"2021025561","5","5","","","","E","04","35","DUNCAN AV","4","","02"
"2021023936","3","3","0079","0497","432","S","2","55","RAYMOND P SHAFER HW","1","1","02"
"2021064195","3","3","2037","0020","3190","N","2","25","WESTINGHOUSE AV","2","3","02"
"2021007025","3","3","0885","0040","0","N","2","40","CLAIRTON RD","2","3","02"
"2021010233","3","3","2040","0071","1117","W","2","35","CURRY HOLLOW RD","2","3","02"
"2021041691","3","3","0376","0735","638","W","3","55","PENN LINCOLN PY","1","1","02"
"2021057921","4","3","","","","S","02","25","COREY AV","4","","02"
"2021062028","4","4","2040","0010","0","B","2","35","BROUGHTON RD","2","3","02"
"2021002608","3","3","0008","0330","1830","N","2","40","WILLIAM FLINN HW","2","3","02"
"2021090173","3","3","0051","0330","165","N","2","25","SAW MILL RUN BL","2","3","02"
"2021027831","3","3","0279","0009","571","S","2","50","FORT DUQUESNE BR","1","1","02"
"2021024047","3","3","","","","N","04","25","PARK MANOR BL","4","","02"
"2021083946","3","3","0008","0080","1516","N","2","35","FIFTH AV","2","3","02"
"2021000376","3","3","","","","S","02","25","44TH ST","4","","02"
"2021082202","4","3","","","","W","04","25","5TH AV","4","","02"
"2021077776","3","3","2081","0010","0","N","2","35","OLD NORTHERN PI","2","3","02"
"2021109884","5","5","3098","0081","405","W","2","25","GLASS RUN RD","2","3","02"
"2021043618","3","3","0376","0581","1845","W","3","55","AIRPORT PY","1","1","02"
"2021036478","5","4","","","","W","02","25","TROTWOOD WEST DR","4","","02"
"2021092582","4","4","","","","W","2","25","LEGION DR","4","","02"
"2021022425","3","3","","","","W","02","25","CENTER AV","4","","02"
"2021034125","3","3","0008","0200","757","N","2","45","BUTLER ST","2","3","02"
"2021086971","3","3","0837","0350","678","N","1","30","EIGHTH AV","2","3","02"
"2021070620","4","3","8057","0010","1444","S","01","20","RAMP C RD/TO SR 0837 RD","2","1","02"
"2021029053","3","3","2037","0070","567","N","2","45","MCKEESPORT BL","2","2","02"
"2021034470","3","3","0051","0370","0","E","2","25","SAW MILL RUN BL","2","3","02"
"2021104616","4","4","2128","0011","3868","S","2","35","TENTH ST BY","2","3","02"
"2021024322","3","3","","","","N","02","25","PARK PL","4","","02"
"2021031303","3","3","","","","E","02","25","FRANKSTOWN AV","4","","02"
"2021085745","5","5","","","","S","02","25","PARK AV","4","","02"
"2021005539","3","4","","","","E","02","25","ROYAL WY","4","","02"
"2021050595","4","4","","","","W","02","25","IVORY AV","4","","02"
"2021044303","3","3","","","","S","02","25","JEFFERSON RD","4","","02"
"2021086511","3","4","","","","N","02","25","N NEVILLE ST","4","","02"
"2021064039","3","3","8031","0500","544","N","2","20","ROSSLYN FRMS INT/RP G RD","2","1","02"
"2021045485","3","3","0376","0731","2241","W","3","55","PENN LINCOLN PY","1","1","02"
"2021068319","3","3","0019","0181","624","S","3","35","BANKSVILLE RD","2","3","02"
"2021019276","3","3","8039","0500","696","N","2","20","FT PITT BR INT/RP N RD","2","1","02"
"2021039329","3","3","0837","0370","1505","S","3","35","EIGHTH AV","2","3","02"
"2021067100","3","3","2061","0030","3733","N","2","35","JEFFERSON RD","2","3","02"
"2021065833","4","4","","","","N","04","25","ONE WILD PL","4","","02"
"2021057447","3","4","","","","E","02","15","MALL DR","4","","02"
"2021005482","3","4","","","","S","02","","MOUNTAIN VIEW DR","4","","02"
"2021065580","3","3","","","","N","2","25","BRADDOCK AV","4","","02"
"2021020201","3","3","2078","0030","565","S","2","30","HAMIL RD","2","3","02"
"2021050230","3","3","0051","0370","1245","N","2","25","SAW MILL RUN BL","2","3","02"
"2021088046","4","4","","","","N","02","25","PRESTLEY ST","4","","02"
"2021013010","4","3","","","","W","02","35","DUNCAN AV","4","","02"
"2021029428","4","4","","","","E","02","25","FRICH DR","4","","02"
"2021004452","4","4","0065","0201","1070","W","2","40","OHIO RIVER BL","2","3","02"
"2021100670","4","4","0400","0031","565","W","2","35","BIGELOW BL","2","3","02"
"2021034139","3","3","","","","E","02","25","STAYTON ST","4","","02"
"2021025512","3","3","2010","0020","1423","E","2","35","LOVEDALE RD","2","3","02"
"2021106535","4","4","2010","0030","0","E","2","35","LOVEDALE RD","2","3","02"
"2021003768","5","5","","","","N","03","25","REGIS AV","4","","02"
"2021048141","3","3","","","","W","02","25","MONTICELLO ST","4","","02"
"2021053180","3","3","3069","0101","206","S","2","45","LIBERTY TN","2","3","02"
"2021087935","4","3","","","","E","02","25","ARLINGTON AV","4","","02"
"2021029027","3","3","0060","0150","1591","N","2","45","STEUBENVILLE PK","2","3","02"
"2021042327","3","4","","","","E","01","25","43RD ST","4","","02"
"2021055548","3","3","0048","0010","0","E","2","40","SCENERY DR","2","3","02"
"2021083706","4","4","","","","E","02","25","HOLIDAY PARK DR","4","","02"
"2021120131","5","5","","","","N","02","25","VIP DR","4","","02"
"2021110100","4","4","","","","E","02","25","CORAOPOLIS RD","4","","02"
"2021122273","4","4","0030","0211","875","W","2","40","LINCOLN HW","2","3","02"
"2021109379","3","3","","","","E","02","25","EDGEWOOD AV","4","","02"
"2021110411","3","3","","","","E","02","25","LILMONT DR","4","","02"
"2021082149","3","3","0791","0030","2669","S","2","35","RODI RD","2","3","02"
"2021103813","3","3","0286","0030","1841","W","02","45","GOLDEN MILE HW","2","3","02"
"2021074392","3","3","0376","0680","2156","E","2","55","PENN LINCOLN PY","1","1","02"
"2021127397","3","3","3034","0060","1050","N","2","30","LESNETT RD","2","3","02"
"2021098436","3","3","","","","S","02","15","ST SIMON WY","4","","02"
"2021110742","3","4","","","","E","02","25","OVERLAND TR","4","","02"
"2021093220","3","3","","","","N","02","25","GRANDVIEW AV","4","","02"
"2021112284","3","3","0065","0180","0","N","2","45","OHIO RIVER BL","2","2","02"
"2021042309","3","3","","","","S","02","25","BROADWAY AV","4","","02"
"2021104974","4","4","0019","0281","0","S","2","35","WEST END BR","2","3","02"
"2021095389","3","4","","","","N","02","25","WAVERLY ST","4","","02"
"2021109317","4","4","0019","0651","275","S","2","40","PERRY HW","2","3","02"
"2021126798","4","3","","","","N","02","25","BEAVER ST","4","","02"
"2021104465","4","4","0030","0321","905","W","02","40","LINCOLN HW","2","3","02"
"2021091080","4","4","4063","0010","3075","N","2","40","PEARCE MILL RD","2","3","02"
"2021112417","3","3","","","","W","04","35","PANTHER HOLLOW RD","4","","02"
"2021096090","3","4","","","","W","02","25","ELLSWORTH AV","4","","02"
"2021086957","3","3","","","","W","02","25","FRANKSTOWN AV","4","","02"
"2021107231","3","3","3160","0082","755","E","02","40","BUSINESS 376 RD","2","3","02"
"2021088739","3","3","1001","0180","0","N","2","55","FREEPORT RD","2","3","02"
"2021117849","4","3","","","","N","02","25","E SWISSVALE AV","4","","02"
"2021081021","3","3","","","","N","02","25","GREENSBURG PK","3","","02"
"2021113293","3","3","0837","0370","1780","E","3","35","EIGHTH AV","2","3","02"
"2021044746","3","3","","","","S","02","25","COOLIDGE ST","4","","02"
"2021098433","4","3","","","","N","02","25","STEUBEN ST","4","","02"
"2021123666","4","4","2110","0031","0","W","2","35","PENN AV","2","3","02"
"2021115986","3","3","","","","W","02","35","STEUBENVILLE PK","4","","02"
"2021108517","6","6","4068","0013","0","W","2","40","WALLACE RD","2","3","02"
"2021099357","3","4","","","","N","02","25","6TH ST","4","","02"
"2021060645","3","3","0885","0231","2803","S","2","30","MIFFLIN RD","2","2","02"
"2021068451","3","3","4012","0040","1195","S","2","30","UNION AV","2","3","02"
"2021109414","4","4","2037","0091","890","S","2","35","TRI-BORO EX","2","2","02"
"2021069935","3","4","","","","W","02","25","COOKS LN","4","","02"
"2021127808","4","4","","","","W","02","25","SEEGAR RD","4","","02"
"2022003786","4","5","","","","N","02","35","CENTER RD","4","","02"
"2021041437","3","3","0051","0441","1147","S","2","35","SR 0051 HW","2","3","02"
"2021123417","4","4","","","","S","02","25","MCCOY RD","4","","02"
"2021069579","5","5","H283","0050","0","N","2","25","BALDWIN RD","4","3","02"
"2021093883","3","3","0028","0051","2240","S","3","35","EAST OHIO ST","2","1","02"
"2021112036","4","4","","","","S","02","15","MAIN ST","4","","02"
"2021120167","3","3","3109","0031","715","S","2","35","UNIVERSITY BL","2","3","02"
"2021074475","3","3","4025","0010","600","E","2","55","SEWICKLEY BR","2","3","02"
"2021077595","3","3","7076","0270","4752","W","4","55","MAINLINE TU","5","1","02"
"2021097777","4","4","3109","0011","106","W","2","35","UNIVERSITY BL","2","3","02"
"2021092003","3","3","3037","0070","335","N","2","35","SCOTT RD","2","3","02"
"2021120509","3","3","0008","0064","0","N","2","35","PENN AV","2","3","02"
"2021098167","3","3","0019","0280","0","N","2","35","WEST END BR","2","3","02"
"2021100100","5","5","8049","0010","0","N","1","20","RAMP 10 RD","2","1","02"
"2021124793","4","6","2048","0111","0","W","3","35","WILLIAM PENN HW","2","3","02"
"2022003030","5","5","","","","W","02","25","BAUSMAN ST","4","","02"
"2021111696","3","3","0030","0260","2721","E","2","45","LINCOLN HW","2","3","02"
"2021087329","3","3","0837","0010","938","S","2","35","RIVER RD","2","3","02"
"2021058258","3","3","","","","W","02","25","GREENSBURG PK","3","","02"
"2021112459","3","3","","","","N","02","25","W RUN RD","3","","02"
"2021071217","3","3","","","","W","05","35","5TH AV","4","","02"
"2021048989","4","4","0008","0261","0","S","2","40","WILLIAM FLINN HW","2","3","02"
"2021075705","3","4","","","","W","01","25","PLYMOUTH ST","4","","02"
"2021073837","3","3","","","","W","02","25","CENTURY DR","4","","02"
"2021115234","3","3","3038","0040","182","E","2","40","CONNOR RD","2","3","02"
"2021104996","3","3","3109","0011","417","S","02","35","UNIVERSITY BL","2","3","02"
"2021075366","3","3","","","","N","02","25","MAIN ST","4","","02"
"2021095821","4","4","2040","0064","0","N","2","25","BROWNSVILLE RD","2","3","02"
"2021042364","4","3","","","","W","02","25","HAMILTON AV","4","","02"
"2021127691","4","3","","","","W","02","25","WESTMORELAND AV","4","","02"
"2021128327","4","3","","","","S","02","25","BROADWAY AV","4","","02"
"2021082593","5","4","","","","W","4","25","NEVILLE RD","4","","02"
"2021057882","5","5","","","","S","02","25","GREENSPRINGS AV","4","","02"
"2021037733","3","4","","","","N","02","25","BOGGS AV","4","","02"
"2021078607","3","4","","","","S","04","25","16TH ST","4","","02"
"2021017797","3","3","0079","0741","1283","S","3","65","RAYMOND P SHAFER HW","1","1","02"
"2021051848","3","3","","","","S","02","25","18TH ST","4","","02"
"2021015444","5","5","","","","E","01","25","STANWIX ST","4","","02"
"2021043403","3","3","0376","0671","208","W","3","55","PENN LINCOLN PY","1","1","02"
"2021053946","3","4","","","","E","02","25","PROGRESS ST","4","","02"
