"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2021053124,"02","4","1519 W INGOMAR RD","","PITTSBURGH","PA","15237","A GLEASON INC. LANDSCAPING","7246254545","023500","","","","","N","","","","","","N","","1","02279669","03"
2021058907,"01","3","2675 MORGANTOWN RD","","READING","PA","19603","LOWE'S","4127226388","","","","","","N","","","","","","N","","2","00097235","05"
2021069763,"03","0","3140 NEW BUTLER ROAD","","NEW CASTLE","PA","16101","RAYMOND LEE HALL","7249248155","080000","","","","","N","","","","","","N","","1","00042987","08"
2021073986,"03","4","296 CURRIE RD, PO BOX 296","","PORTERSVILLE","PA","16051","MCCLYMONDS SUPPLY &TRANSIT CO IN","9999999999","073280","","","","","N","","","","","","N","","2","00269478","04"
2021092592,"03","4","4311 SARDIS ROAD","","PITTSBURGH","PA","15239","NAGY CONSTRUCTION","7243211492","","","","","","N","","","","","","","","2","02138154","04"
2021093261,"02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO.","4124422000","","","","","","N","","","","","","","","1","","13"
2021110638,"05","1","10300 S. WILCREST DR","","HOUSTON","IL","77099","MAMIR INC","4866167639","","","","","","N","","","","","","","","2","00342115","08"
2021119393,"03","0","7565 ROUTE 30","","IRWIN","PA","15642","LANDER ENTERPRISES LLC","7248613400","","","","","","N","","","","","","N","","1","02132613","04"
2021014263,"03","2","3215 12 STREET NE","","CALGARY","AB","T2E7S9","TRIMAC TRANSPORTATION SERVICES I","5193448811","080000","8","","","","Y","1","","","","","N","","2","00014188","08"
2021031005,"02","9","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4124422000","033000","","","","","N","","","","","","N","A-00976060","1","","13"
2021125189,"03","1","104 CLAIR ST","","MINGO JUNCTION","OH","43938","MAKIN MOVEZ LLC","7402757093","","","","","","N","","","","","","N","","1","03193989","02"
2021004100,"03","7","111 CONNER ROAD","","BELLE VERNON","PA","15012","COUNTY HAULING","7249297694","999999","","","","","N","","","","","","N","","2","02572451","04"
2021019304,"03","3","1200 BUTLER ROAD PO BOX A","","FREEPORT","PA","162290301","FREEPORT TRANSPORT INC","7242952181","999999","","","","","N","","","","","","N","","1","00085533","08"
2021025481,"01","0","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4124422000","","","","","","N","","","","","","N","A-00976060","2","","13"
2021055583,"01","0","415 REBECCA ST","","MCKEESPORT","PA","15132","SUN COACH LINES","4129012805","","","","","","N","","","","","","N","A-6423333","1","00185303","12"
2021063584,"02","0","500 BROWN AVE","","TURTLE CREEK","PA","15145","AJ MYERS AND SONS","4126462320","026000","","","","","N","","","","","","N","","2","99999999","12"
2021096751,"02","0","3871 LOUISA","","PITTSBURGH","PA","15227","DAVEY PLUMBING","8146717716","008000","","","","","N","","","","","","","2127140PA","2","02127140","00"
2021112874,"02","0","2407 LAKETOWN ROAD","","WILKINSBURG","PA","15221","PITTSBURGH TRANSPORTATION GROUP","4124444444","999999","","","","","N","","","","","","","468282","1","01164759","00"
2021100876,"02","3","110 VALLEY BROOK RD.,","","CANNONSBURG","PA","15317","JM DAUGHERTY INDUSTRIES","4124981164","080000","","","","","N","","","","","","N","","2","02282658","98"
2021010326,"02","4","1029 1/2 & AVRR","","PITTSBURGH","PA","15201","CITY OF PITTSBURGH","4122243498","018000","","","","","N","","","","","","N","","1","","03"
2021018484,"99","9","123 UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","","","","","","","U","","1","","99"
2021037288,"02","1","PO BOX 791","","READING","PA","19603","PENSKE LEASING AND RENTAL","6103207103","036181","","","","","N","","","","","","","999999","2","00999999","03"
2021044912,"03","4","310 LEGER ROAD","","NORTH HUNTINGDON","PA","15642","WASTE MANAGEMENT","7248609107","009999","","","","","N","","","","","","N","","2","00344050","00"
2021095699,"02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4124422000","999999","","","","","N","","","","","","","A-00976060","1","","13"
2021077910,"03","7","121 BRICKYARD RD.","","MARS","PA","16046","VOGEL DISPOSAL","7246251611","","","","","","N","","","","","","N","A94955","1","00290052","04"
2021084433,"99","4","305 MICRO DRIVE","","JONESTOWN","PA","17038-8744","PPC LOGISTICS INC","8002801244","","","","","","N","","","","","","N","","1","02511368","09"
2021084433,"99","1","2675 MORGANTOWN RD","","READING","PA","19607-0000","PENSKE TRUCKING LEASING","8006452592","","","","","","N","","","","","","N","","4","02095013","03"
2021084584,"05","3","170 BROADWAY ST","","IRONDALE","OH","43932","JOSEPH SERVICE LLC","3305324646","080000","","","","","N","","","","","","N","","1","00498391","08"
2021002661,"04","7","1020 WATER ST","","SCOTTDALE","PA","15683","GREENRIDGE WASTE SERVICES LLC","7244331129","","","","","","N","","","","","","N","","1","00960505","04"
2021022232,"02","4","4639 SARDIS ROAD","","NEW KENSINGTON","PA","15068","EDWARD PETROFF","7248311543","015000","","","","","N","","","","","","N","","1","02381836","03"
2021030056,"03","4","5012 PIONEER CT.","","MURRYSVILLE","PA","15668","PIROLLO TRANSPORTATION","7248595320","000000","","","","","N","","","","","","N","A-8911435","1","01935887","04"
2021055750,"02","0","700 HARGROVE ST.","","PITTSBURGH","PA","15226","MCGANN & CHESTER","4123819400","073280","","","","","N","","","","","","N","","1","00279905","09"
2021103793,"03","1","2360 W MAIN ST","","ALLIANCE","OH","44601","MAD TRAILER LEASING","3304228922","","","","","","N","","","","","","","9999999","2","09999999","08"
2021108495,"99","9","UNKNOWN","","UNKNOWN","ZZ","UNKNOWN","UNKNOWN","9999999999","","","","","","","","","","","","U","","2","99999999","99"
2021038877,"02","3","4993 OLD CLAIRTON RD","","PITTSBURGH","PA","15228","PITTSBURGH ASPHALT COMPANY","9999999999","016200","","","","","N","","","","","","N","","1","02073216","03"
2021042302,"02","8","1920 FORBES AVE","","PITTSBURGH","PA","15219","UPMC","4123373931","","","","","","N","","","","","","N","","1","","10"
2021052200,"05","1","7901 MELTON ROAD","","GARY","IN","46403","KAPLAN TRUCKING COMPANY","2199384016","","","","","","N","","","","","","","","2","00120670","08"
2021056264,"02","8","2235 BEAVER AVE","2235 BEAVER AVE","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","066780","","","","","N","","","","","","N","A-00976060","1","","13"
2021060677,"05","1","1710 N FRANKLIN ST","","PITTSBURGH","PA","15233","LINDENMEYR MUNROE","8002929664","080000","","","","","N","","","","","","N","","1","00184737","08"
2021063797,"04","4","1251 RUSSELTON RD.","","CHESWICK","PA","15024","TESONE TRANSPORT INC.","7242742250","073280","","","","","N","","","","","","N","","2","00050793","04"
2021079394,"02","9","4905 SOUTHRIDGE RD","","MEMPHIS","TN","38141","SHAW TRANSPORT INC","8143559095","080000","","","","","N","","","","","","N","","1","00188556","08"
2021005166,"03","9","1121 HIGHWAY EE","","WINGFIELD","MO","63389","B&M","5737124462","080000","","","","","N","","","","","","N","","1","01372951","06"
2021021457,"01","0","418 ARCADIA DRIVE #5506","","PITTSBURGH","PA","15237","MCCANDLESS TOWNSHIP SANITARY AUT","4123662700","019500","","","","","N","","","","","","N","N/A","2","","09"
2021028474,"03","4","395 NORTH MILLER RD","","DAYTON","PA","16222","REESMAN TRUCKING","7249688766","073280","","","","","N","","","","","","","A-00115705","1","00121300","04"
2021123151,"04","4","5020 THOMS RUN RD","","PITTSBURGH","PA","15071","INDEPENDENT EQUIPMENT","4122213435","","","","","","N","","","","","","","","1","00479580","00"
2021059098,"02","0","2235 BEAVER AVENUE","","PITTSBURGH","PA","15223","PORT AUTHORITY OF ALLEGHENY CO.","4124422000","","","","","","N","","","","","","N","A-00976060","1","","00"
2021059098,"02","0","10134 MOSTELLER LANE","","WEST CHESTER","OH","45069","MC TANK TRANSPORT INC","8002288040","","","","","","N","","","","","","N","","2","00081405","00"
2021067526,"02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","999999","","","","","","","","","","","N","","1","","13"
2021098046,"03","0","322 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","C&R LOGISTICS","4126679371","","","","","","N","","","","","","","","1","03335317","04"
2021098046,"02","1","2030 TIMBUCK ROAD","","GRANVILLE","OH","43023","TIMBUK FARMS","5139757022","","","","","","N","","","","","","","","2","01348371","03"
2021100509,"05","9","2907 E MCCORMICK DR","","MILTON","WI","53563","KAISER TRANSPORT INC","6087417739","080000","","","","","N","","","","","","N","","2","00637350","08"
2021122197,"02","1","313 COUNTRY CLUB RD","","MEADOW LANDS","PA","15347","OHIO VALLEY SUPPLY INC","3042320660","019500","","","","","N","","","","","","N","","1","02581263","03"
2021122197,"02","0","230 KITTANNING PIKE","","PITTSBURGH","PA","15215","AMERICAN ERECTION LLC","4122712935","017950","","","","","N","","","","","","N","","2","01936154","02"
2021020823,"02","0","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4124422000","057330","","","","","N","","","","","","N","A-00976060","2","","13"
2021023055,"02","1","329 N. AIKEN AVENUE","","PITTSBURGH","PA","15206","RANDY PICKETT CORP","0000000000","012500","","","","","N","","","","","","","00000000","2","00000000","03"
2021053051,"02","1","10886 ROUTE 19","","CRANBERRY TWP","PA","16066","DAVES TRISTATE TRUCK SERVICE","7244528631","025995","","","","","N","","","","","","N","","1","01797326","03"
2021069958,"02","3","69 S. 20TH STREET","","PITTSBURGH","PA","15203","BM KRAMER AND COMPANY INC.","4124813000","","","","","","N","","","","","","N","","1","00460757","05"
2021120159,"01","3","1037 WINFIELD RD","","CABOT","PA","16023","RONALD GROSS INC","7244705725","080000","","","","","N","","","","","","","","2","00042987","08"
2021109397,"04","2","226 RANKIN RD","","WASHINGTON","PA","15301","HAPCHUK INC","7242226080","028000","","","","","N","","","","","","N","","1","00474626","04"
2021086625,"05","3","19061 RAYMOND STREET","","MAPLE HEIGHTS","OH","44137","CAMERON BROWN","2166335035","999999","","","","","N","","","","","","N","","1","00511412","06"
2021098565,"03","13","1369 ISLAND AVE","","MCKEES ROCKS","PA","15136","TOMEIS' TOWING","4123318484","","","","","","N","","","","","","","114345","2","00503112","04"
2021099111,"02","99","1067 3RD ST.","N VERSAILLES","PITTSBURGH","PA","15137","MR. WATERHEATER ENTERPRISES","4129960223","011500","","","","","N","","","","","","","000000","1","00000000","99"
2021095623,"99","0","300 BURNING OAKS DR","","IRWIN","PA","15642","SAM A PASCAL II ENTERPRISES INC","9999999999","011500","","","","","","","","","","","","","1","","02"
2021007312,"02","3","307 NORTH WASHINGTON STREET","","MASONTOWN","PA","15461","M A G TRUCKING","2747371040","080000","","","","","N","","","","","","N","","1","01037719","06"
2021014237,"05","3","53 AVENUE DELAQUEDUC","","STE-PERPETUE","QC","GOR3Z0","TRANSPORT JOZ","4183592981","","","","","","N","","","","","","","","1","01127332","08"
2021017859,"02","4","580 NOBLESTOWN ROAD","","CARNEGIE","PA","15106","PA AMERICAN WATER CO","4123987310","033000","","","","","N","","","","","","N","","2","02147799","03"
2021023112,"02","9","41 BELL WAY","","GREENSBURG","PA","15601","WESTMORELAND COUNTY TRANSIT AUTH","7248366892","","","","","","N","","","","","","N","EXEMPT","2","","13"
2021065941,"03","98","526 CITY BUILDING","","PITTSBURGH","PA","15219","CITY OF PITTSBURGH","4127775000","031000","","","","","","","","","","","","","3","","98"
2021125800,"02","98","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124432000","999999","","","","","N","","","","","","","A-00976060","1","","13"
2021103483,"02","8","2826 BREKER STREET","","PITTSBURGH","PA","15212","ASIA BEARD","4124034927","014500","","","","","N","","","","","","","","2","","12"
2021032000,"02","0","9 CRESCENT STREET","","PITTSBURGH","PA","15223","AKS INC","4123498737","","","","","","N","","","","","","N","A6411342","2","00531808","12"
2021032976,"04","9","309 EVERGREEN DR","","STROUDSBURG","PA","18360","DAYLIN TRANSPORTATION","9737687171","000080","","","","","N","","","","","","N","","1","03276113","06"
2021045900,"06","1","4352 GRAFTON RD.","","BRUNSWICK","OH","44212","OLD GLORY EXPRESS","3303213094","015500","","","","","N","","","","","","N","","1","02339749","08"
2021018578,"02","9","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4124422000","","","","","","N","","","","","","N","A-00976060","2","","13"
2021021226,"03","7","200 RANGOS LANE","","WASHINGTON","PA","15301","WASTE MANAGEMENT","8009634667","073280","","","","","N","","","","","","N","","3","00344050","98"
2021023565,"02","1","3200 INDUSTRIES RD","","RICHMOND","IN","47374","XPO LOGISTICS FREIGHT INC","7248646234","080000","","","","","N","","","","","","N","","2","00241829","03"
2021088200,"99","0","2481 BULL CREEK RD","","TARENTUM","PA","15084","AARON INDUSTRIAL SUPPLIESINC","9999999999","999999","","","","","","","","","","","","","2","","02"
2021107591,"03","1","1054 TOWNSHIP RD 2156","","ASHLAND","OH","44805","MERC ENERGY SERVICES LLC","5053367478","080000","","","","","N","","","","","","N","","1","03501711","08"
2021122423,"03","0","296 CURRIE RD PO BOX 296","","PORTERSVILLE","PA","16051","MCCLYMONDS SUPPLY N TRANSIT","7243688040","080000","","","","","N","","","","","","U","A-00269478","2","00269478","99"
2021111730,"03","1","163 HARDING ST","PO BOX 247","SALISBURY","PA","15558","DOUGLAS OTTO TRUCKING INC","8142891134","080000","","","","","N","","","","","","","789741","2","00337527","08"
2021112035,"99","9","1825 LIVERPOOL STREET","","PITTSBURGH","PA","15233","PITTSBURGH TRANSPORTATION GROUP","4124444444","014500","","","","","N","","","","","","","","2","00116475","02"
2021030305,"05","9","671 SOUDER RD","","SOUDERTON","PA","18964","ICELAND TRANSPORT CO","2157237621","080000","","","","","N","","","","","","N","","2","01405051","06"
2021033576,"05","2","PO BOX 1046","","WOOSTER","OH","44691","PORTS PETROLEUM INC.","3302641885","080000","3","","","","Y","1","","","","","N","","1","00014529","08"
2021043651,"02","0","2235 BEAVER AVE.","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","","","","","","N","","","","","","N","A-00976060","2","","13"
2021052775,"05","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","","","","","","","","99999","2","00099999","99"
2021091846,"03","3","9000 EXECUTIVE PARK DRIVE","STE A115","KNOXVILLE","TN","37923","HERC RENTALS INC","4125182148","066000","","","","","N","","","","","","","","2","00372163","04"
2021102520,"02","4","400 MOSITES WAY STE 100","","PITTSBURGH","PA","15205","MOSITES CONSTRUCTION CO","4129232255","026000","","","","","N","","","","","","","","2","","09"
2021050549,"02","0","415 REBECCA STREET","","MCKEESPORT","PA","15132","SUN COACH","7247973178","","","","","","N","","","","","","N","","2","09999999","12"
2021005116,"02","9","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","","","","","","","","A-00976060","2","","13"
2021011615,"02","1","3812 WILLIAM PENN HIGHWAY","","UNKNOWN","ZZ","15101","BLL CHARLES","4124869600","014500","","","","","N","","","","","","U","","2","02929277","03"
2021047459,"05","1","3400 EDGEFIELD CT","","GREENSBORO","NC","27409-9663","EPES TRANSPORT SYSTEM LLC.","3369319731","080000","","","","","N","","","","","","N","","2","00120195","08"
2021051051,"04","8","1602 MAPLE AVE","","PITTSBURGH","PA","15222","ALLEGHENY COUNTY PORT AUTHORITY","4124422000","","","","","","N","","","","","","","A-00976060","1","","15"
2021120680,"99","1","121 BRICKYARD RD","","MARS","PA","16046","TRI COUNTY INDUSTRIES INC DBA","9999999999","073000","","","","","","","","","","","","","1","","05"
2021091999,"02","1","1821 BEAVER AVE.","","PITSBURGH","PA","15233","UNITED PARCEL SERVICE INC","8007425877","","","","","","N","","","","","","","","2","00021800","02"
2021099911,"03","6","10701 MIDDLEBELT RD","","ROMULUS","MI","48174","UNITED ROAD LOGISTICS OPERATIONS","8882782793","080000","","","","","N","","","","","","N","","2","00790261","06"
2021102162,"02","1","179 US HIGHWAY 45 W","","HUMBOLDT","TN","38343","RYDER TRUCK RENTAL","3056337497","033000","","","","","N","","","","","","U","","2","00447479","09"
2021106403,"02","1","139 JOHNSON RD","","GREENSBURG","PA","15601","AMERICAN PAVING COMPANY","7248610300","014500","","","","","","","","","","","","","2","02282722","03"
2021030409,"02","6","9 CRESCENT ST","","PITTSBURGH","PA","15223","AKS INC DBA ALLEGHENY TRANSPORTA","4127818981","033000","","","","","N","","","","","","N","A6411342","2","00531808","12"
2021042371,"02","9","1425 WOODLAND AVE","","PITTSBURGH","PA","15212","FLAHERTY TREE SERVICE","4122771972","","","","","","N","","","","","","","999999","2","00999999","03"
2021048007,"03","2","919 WESTERN AVE.,","","WASHINGTON","PA","15301","VALLEY BULK TRANSPORT INC","7247457702","080000","","","","","N","","","","","","N","","2","01105092","06"
2021073516,"02","0","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY  ALLEGHENY COUNTY","4124222000","999999","","","","","N","","","","","","N","A-00976060","2","","13"
2021023924,"05","9","4799 W PLEASANT HOME RD","","BURBANK","OH","44214","KDRX, LLC","3304651885","080000","","","","","N","","","","","","N","","2","01887811","06"
2021078314,"03","6","548 N LEWIS RUN RD","","CLAIRTON","PA","15025","FRANK MAGILL III","4128123573","","","","","","N","","","","","","N","9999","1","99999999","04"
2021080181,"03","99","P.O. BOX 21508","","PHOENIX","AZ","85036","U HAUL COMPANY OF ARIZONA","9999999999","014000","","","","","","","","","","","","","1","","99"
2021020837,"02","0","2233 BEAVER AVENUE","","PITTSBURGH","PA","15104","PORT AUTHORITY","4124422000","","","","","","N","","","","","","N","A-00976060","2","","13"
2021042839,"03","4","506 NEMACOLIN ROAD","","CARMICHAELS","PA","15320","STEVEN MCCOY TRUCKING LLC","4127248574","073000","","","","","N","","","","","","N","116673","1","00856034","04"
2021065848,"01","9","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","","","","","","N","","","","","","N","A-00976060","1","","13"
2021073041,"03","3","3101 S PACKERLAND DR","","GREEN BAY","WI","54313","SCHNEIDER NATIONAL CARRIERS, IN","8005586767","054600","","","","","N","","","","","","N","","1","00264184","04"
2021084601,"99","0","6001 TOWPATH DR","","VALLEY VIEW","OH","44125","EVENT SOURCE LOGISTICS LLC","2169016200","026000","","","","","N","","","","","","N","","2","03025925","09"
2021116042,"04","3","1696 ST RT 39","","SUGARCREEK","OH","44681","WEAVER BARNS LTD","3308522103","080000","","","","","N","","","","","","Y","","2","02473884","06"
2021085705,"02","3","1000 GREGG ST, 14","","CARNEGIE","PA","15106","AAA ADVANTAGE INVESTMENTS INC","4122765909","","","","","","N","","","","","","U","","2","03158067","99"
2021093608,"02","7","121 BRICKYARD RD","","MARS","PA","16046","VOGEL DISPOSAL SERVICE","7246251511","","","","","","N","","","","","","","A94955","2","00290052","03"
2021067235,"03","1","2675 MORGANTOWN RD","","READING","PA","19607","PENSKE TRUCK LEASING","6107756000","080000","","","","","N","","","","","","N","813121","1","02370178","08"
2021015407,"02","0","2235 BEAVER AVE","2235 BEAVER AVE","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","","","","","","N","","","","","","N","A-00976060","1","","02"
2021041557,"02","1","4383 GIBSONIA RD","","GIBSONIA","PA","15044","ALLISON PARK CONTRACTORS","7244437700","","","","","","N","","","","","","N","","2","01586241","02"
2021043393,"02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4122551385","","","","","","N","","","","","","N","A-00976060","2","","13"
2021063286,"03","3","119 ICMI RD STE 210","","DUNBAR","PA","15431","JLE INDUSTRIES","7246032228","080000","","","","","N","","","","","","N","","1","02303143","08"
2021081973,"05","2","4366 MT PLEASANT ST NW","","CANTON","OH","44720","KAG LEASING INC","8009695419","999999","","","","","N","","","","","","U","","2","00469756","06"
2021114055,"02","98","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4124422000","","","","","","N","","","","","","","A-00976060","1","","15"
2021007036,"05","3","908 BROADWAY AVE","","MASURY","OH","44438","P I AND I MOTOR EXPRESS INC","8003212733","080000","","","","","N","","","","","","N","","3","00122443","08"
2021038906,"01","9","600 VINE ST.","","CINCINNATI","OH","45202","FIRST TRANSIT","8662446383","","","","","","N","","","","","","N","","2","00354406","98"
2021104394,"02","0","110 HOWELL STREET","","ELIZABETH","PA","15037","EDWARD JOHN ROCHE","4126078153","010800","","","","","","","","","","","","","3","","00"
2021118328,"99","0","10250 BUCHANNON","","PITTSBURGH","PA","15235","VIGLOTTI LANDSCAPING & CONSTRUCT","9999999999","013000","","","","","","","","","","","","","2","","02"
2021107057,"05","2","38 CHRISTY ROAD","","DELMONT","PA","15626","CLB TRUCKING LLC","7242445779","080000","","","","","N","","","","","","N","","1","02337848","08"
2021096263,"02","1","497 WESTSIDE AVE STE 17D","","JERSEY CITY","NJ","07304","NEW WORLD TRANSPORT CORP","9999999999","","","","","","N","","","","","","N","","1","02871370","09"
2021107057,"04","4","150 KLEIN ROAD","","FREEDOM","PA","15042","JOHN GRAHAM TRUCKING","7242827974","080000","","","","","N","","","","","","N","","2","00889016","04"
2021012149,"03","4","113 LEE VALLEY RD","","DERRY","PA","15627","WILLIAM DICKSON INDUSTRIES INC","7245398840","999999","","","","","N","","","","","","","","2","00356775","04"
2021018711,"02","1","1728 ROUTE 30","","CLINTON","PA","150261707","DIAMOND CARGO EXPRESS","7242270500","026000","","","","","N","","","","","","N","","1","01325605","03"
2021018711,"06","9","201 SUNNHILL DR","","VALENCIA","PA","16059","JOSEPH BOYD TRUCKING","7245247240","080000","","","","","N","","","","","","Y","","2","00327574","06"
2021019521,"02","1","405 ALLEGHENY ST.","","TARENTUM","PA","15084","PITT SPECIALTY SUPPLY, INC.","4124714745","","","","","","N","","","","","","N","","2","02425619","03"
2021032539,"01","1","108 S 2ND ST","","ELIZABETH","PA","15037","MITCHEL'S PLUMBING","9999999999","010050","","","","","N","","","","","","N","","5","00009999","02"
2021032539,"01","1","108 S 2ND AVE","","ELIZABETH","PA","15037","MITCHEL'S PLUMBING","9999999999","010050","","","","","N","","","","","","N","","6","00009999","02"
2021046131,"02","1","24 MATCHPOINT RD","","JAFFREY","NH","03452","TAIGA LOGISTICS","4122870277","025999","","","","","N","","","","","","N","","1","00265752","04"
2021068741,"","9","3739 FOSTER ST","","PITTSBURGH","PA","15200","100-GOT-JUNK","4125885194","","","","","","N","","","","","","N","","1","03275360","99"
2021089721,"03","0","160 VELTRI DRIVE","","WASHINGTON","PA","15301","VELTRI TRUCKING","8562321700","055480","","","","","N","","","","","","N","","1","00108574","08"
2021081549,"02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4124424000","043400","","","","","N","","","","","","N","00976060","2","","13"
2021077142,"03","1","7135 CENTENNIAL PLACE","","NASHVILLE","TN","37209","NEW HORIZONS LEASING","6152199920","080000","","","","","N","","","","","","N","","2","00511412","04"
2021119000,"03","9","9890 DARTMOOR CIR","","VAN BUREN TWP","MI","48111","DYNAMIC TRANSPORT SOLUTIONS INC","3135501622","080000","","","","","N","","","","","","N","","2","03378243","04"
2021076804,"02","0","26 REVO ROAD","","PITTSBURGH","PA","15236","KESTEN POURED WALLS INC.","4122924660","999999","","","","","N","","","","","","N","","3","02273677","00"
2021079396,"02","1","11690 NW 105 ST 1E","","MIAMI","FL","33178","RYDER TRUCK RENTAL","8885855043","033000","","","","","N","","","","","","N","","2","03183922","03"
2021083229,"03","4","3420 PINEY FORK RD","","SOUTH PARK","PA","15129","DUNCAN EXCAVATING","4128312955","053280","","","","","N","","","","","","N","","1","01083528","04"
2021087925,"03","1","1001 CALIFORNIA AVE","","PITTSBURGH","PA","15212","USPS","4126284396","022000","","","","","N","","","","","","","","1","08810849","04"
2021092490,"03","3","1003 SUNSET DR.","","CRANBERRY","PA","16066","KIRK TRUCKING SERVICE","7244688100","080000","","","","","N","","","","","","","","1","00088322","08"
2021120154,"02","0","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","","","","","","N","","","","","","","A-00976060","2","","13"
2021099988,"02","1","PO BOX 563","","READING","PA","19603","PENSKE TRUCK LEASING CO, LP","8553457268","012300","","","","","N","","","","","","","","2","00327574","03"
2021123310,"01","0","345 SIXTH AVE. 3RD FL","","PITTSBURGH","PA","15222","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","","","","","","N","","","","","","","A-00976060","1","","13"
2022010965,"03","7","111 CONNER LN","","BELLE VERNON","PA","150124569","COUNTY HAULING LLC","4129795493","058400","0","","","","Y","1","","","","","","MCMX046564","1","02951505","04"
2021108667,"02","1","2319 W HARDIES RD","","GIBSONIA","PA","15044","JUST TRUCKING PACKAGES INC","4122879945","019500","","","","","","","","","","","","","2","","03"
2021005079,"99","1","3560 LENOX RD","","ATLANTA","GA","30326","MARSH USA INC","9999999999","999999","","","","","N","","","","","","N","","3","","06"
2021009400,"05","1","2668 HUNTSVILLE HIGHWAY","","FAYETTEVILLE","TN","37334","CROSSROADS SOD FARM LLC","9314338897","080000","","","","","N","","","","","","N","","1","00729981","08"
2021092487,"01","0","345 SIXTH AVE. 3RD FL","","PITTSBURGH","PA","15222","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","","","","","","N","","","","","","","A-00976060","2","","13"
2021060041,"03","4","137 AMELIA STREET","","MCKEES ROCKS","PA","15136","TEAM HAMLIN TRUCKING LLC","4125067695","","","","","","N","","","","","","N","","1","03291671","04"
2021060488,"02","4","154 SIVERLY AVE","","OIL CITY","PA","16301","KINGS FAMILY LANDSCAPING","8146766125","","","","","","N","","","","","","U","","2","02277633","00"
2021112742,"02","1","216 ANNETTE DRIVE","","ASHLAND CITY","TN","37015","INDIAN HILL TRUCKING","4172522112","","","","","","","","","","","","","","1","00050073","03"
2021027278,"03","9","2740 N. MAYFAIR AVE","","SPRINGFIELD","MO","65803","NEW PRIME","8004911253","","","","","","N","","","","","","N","","1","00003706","04"
2021069286,"99","1","638 W FRONT ST","","PLAINFIELD","PA","07060","ALEXS GUTTER EXPRESS","9999999999","999999","","","","","N","","","","","","","","2","","02"
2021029528,"04","9","2800 SHADELAND","","PITTSBURGH","PA","15212","CITY OF PITTSBURGH","4128775342","","","","","","","","","","","","","","2","","98"
2021080707,"02","0","2235 BEAVER AVE","2235 BEAVER AVE","PITTSBURGH","PA","15223","ALLEGHENY COUNTY PORT AUTHORITY","4124422000","","","","","","N","","","","","","","A-00976060","2","","13"
2021086044,"99","0","3 ALPHA DR","","PITTSBURGH","PA","15238","CUMMINS INC","9999999999","019500","","","","","","","","","","","","","2","","02"
2021077678,"99","0","5170 CAMPBELLS RUN RD","","PITTSBURGH","PA","15205","CASPER COLISMO AND SONS INC","9999999999","999999","","","","","","","","","","","","","2","","02"
2021087630,"03","9","49 NORTHMORELAND AVE","","MUNROE FALLS","OH","99999","THOMPSON ELECTRIC INC","3306862300","999999","","","","","N","","","","","","N","","2","01073459","09"
